Sample Number,Date Submitted,Analysis (Lead),Lead (ppb),Analysis (Copper),Copper (ppb),Street #,Street Name,City,Zip Code
LG06658,1/31/2016,Lead,9,Copper,210,721 ,HALL ST,FLINT,48503
LG08346,2/3/2016,Lead,3,Copper,120,721 ,HALL ST,FLINT,48503
LG13340,2/15/2016,Lead,6,Copper,220,721 ,HALL ST,FLINT,48503
LG13342,2/15/2016,Lead,6,Copper,140,721 ,HALL ST,FLINT,48503
LG07843,2/2/2016,Lead,47,Copper,90,3351 ,HALL ST,FLINT,48507
LG43619,5/10/2016,Lead,0,Copper,0,713,HALL ST #3,FLINT,48503
LG43614,5/10/2016,Lead,0,Copper,0,713,HALL ST APT #3,FLINT,48503
LG16154,2/20/2016,Lead,1,Copper,0,717 ,HALL ST APT 1 LOWER TWR,FLINT,48503
LG48303,5/31/2016,Lead,0,Copper,100,3900,HAMMERBERG 104,FLINT,48507
LG01807,1/21/2016,Lead,0,Copper,0,1398 ,HAMMERBERG RD,FLINT,48507
LG04490,1/26/2016,Lead,0,Copper,50,3383 ,HAMMERBERG RD,FLINT,48507
LG11490,2/9/2016,Lead,0,Copper,60,3383 ,HAMMERBERG RD,FLINT,48507
LG30251,3/30/2016,Lead,0,Copper,0,3414,HAMMERBERG RD,FLINT,48507
LG12324,2/11/2016,Lead,0,Copper,90,3460 ,HAMMERBERG RD,FLINT TWP,48507
LG04901,1/27/2016,Lead,0,Copper,80,3900 ,HAMMERBERG RD,FLINT,48507
LG04962,1/27/2016,Lead,5,Copper,190,3900 ,HAMMERBERG RD,FLINT,48507
LG04965,1/27/2016,Lead,1,Copper,120,3900 ,HAMMERBERG RD,FLINT,48507
LG05017,1/27/2016,Lead,0,Copper,60,3900 ,HAMMERBERG RD,FLINT,48507
LG12293,2/11/2016,Lead,0,Copper,110,3900 ,HAMMERBERG RD,FLINT,48507
LG28173,3/25/2016,Lead,0,Copper,290,3900,HAMMERBERG RD,FLINT,48507
LG28175,3/25/2016,Lead,0,Copper,130,3900,HAMMERBERG RD,FLINT,48507
LG48285,5/31/2016,Lead,5,Copper,180,3900,HAMMERBERG RD,FLINT,48507
LG48286,5/31/2016,Lead,0,Copper,0,3900,HAMMERBERG RD,FLINT,48507
LG48307,5/31/2016,Lead,0,Copper,350,3900,HAMMERBERG RD,FLINT,48507
LG48310,5/31/2016,Lead,0,Copper,80,3900,HAMMERBERG RD,FLINT,48507
LG06215,1/29/2016,Lead,1,Copper,90,4020 ,HAMMERBERG RD,FLINT,48507
LG14962,2/17/2016,Lead,0,Copper,60,3900 ,HAMMERBERG RD  APT # 223,FLINT,48507
LG12273,2/11/2016,Lead,0,Copper,0,1342 ,HAMMERBERG RD - APT # 5A,FLINT TWP,
LG10669,2/8/2016,Lead,0,Copper,140,3900 ,HAMMERBERG RD - APT 329,FLINT,48507
LG14656,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD # 214,FLINT,48507
LG05215,1/27/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD #100,FLINT,48507
LG05218,1/27/2016,Lead,0,Copper,120,3900 ,HAMMERBERG RD #101,FLINT,48507
LG04907,1/27/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD #103,,48507
LG28170,3/25/2016,Lead,2,Copper,110,3900,HAMMERBERG RD #105,FLINT,48507
LG05208,1/27/2016,Lead,2,Copper,90,3900 ,HAMMERBERG RD #106,FLINT,48507
LG05026,1/27/2016,Lead,14,Copper,510,3900 ,HAMMERBERG RD #107,FLINT,48507
LG28176,3/25/2016,Lead,0,Copper,0,3900,HAMMERBERG RD #113,FLINT,48507
LG05220,1/27/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD #117,FLINT,48507
LG05025,1/27/2016,Lead,0,Copper,90,3900 ,HAMMERBERG RD #118,FLINT,48505
LG05227,1/27/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD #120,FLINT,48507
LG05236,1/27/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD #123,FLINT,48507
LG05211,1/27/2016,Lead,0,Copper,80,3900 ,HAMMERBERG RD #128,FLINT,48507
LG28181,3/25/2016,Lead,0,Copper,130,3900,HAMMERBERG RD #132,FLINT,48507
LG05238,1/27/2016,Lead,3,Copper,520,3900 ,HAMMERBERG RD #138,FLINT,48507
LG28177,3/25/2016,Lead,1,Copper,80,3900,HAMMERBERG RD #201,FLINT,48507
LG28174,3/25/2016,Lead,0,Copper,170,3900,HAMMERBERG RD #216,FLINT,48507
LG05217,1/27/2016,Lead,0,Copper,60,3900 ,HAMMERBERG RD #217,FLINT,48505
LG05270,1/27/2016,Lead,0,Copper,100,3900 ,HAMMERBERG RD #218,FLINT,48507
LG05213,1/27/2016,Lead,0,Copper,140,3900 ,HAMMERBERG RD #219,FLINT,48507
LG05029,1/27/2016,Lead,7,Copper,120,3900 ,HAMMERBERG RD #220,FLINT,48505
LG05235,1/27/2016,Lead,0,Copper,80,3900 ,HAMMERBERG RD #223,FLINT,48507
LG05237,1/27/2016,Lead,0,Copper,60,3900 ,HAMMERBERG RD #224,FLINT,48507
LG05233,1/27/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD #227,FLINT,48507
LG05221,1/27/2016,Lead,0,Copper,80,3900 ,HAMMERBERG RD #233,FLINT,48507
LG14551,2/17/2016,Lead,0,Copper,80,3900 ,HAMMERBERG RD #236,FLINT,48507
LG05222,1/27/2016,Lead,0,Copper,80,3900 ,HAMMERBERG RD #238,FLINT,48507
LG15045,2/17/2016,Lead,0,Copper,60,3900 ,HAMMERBERG RD #238,FLINT,48507
LG05214,1/27/2016,Lead,0,Copper,90,3900 ,HAMMERBERG RD #242,,
LG28166,3/25/2016,Lead,0,Copper,320,3900,HAMMERBERG RD #248,FLINT,48507
LG05232,1/27/2016,Lead,0,Copper,290,3900 ,HAMMERBERG RD #312,FLINT,48507
LG05228,1/27/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD #315,FLINT,48507
LG05229,1/27/2016,Lead,0,Copper,470,3900 ,HAMMERBERG RD #318,FLINT,48507
LG05216,1/27/2016,Lead,5,Copper,390,3900 ,HAMMERBERG RD #325,FLINT,48507
LG28167,3/25/2016,Lead,0,Copper,340,3900,HAMMERBERG RD #328,FLINT,48507
LG28172,3/25/2016,Lead,1,Copper,180,3900,HAMMERBERG RD #332,FLINT,48507
LG28171,3/25/2016,Lead,1,Copper,210,3900,HAMMERBERG RD #340,FLINT,48507
LG28168,3/25/2016,Lead,0,Copper,200,3900,HAMMERBERG RD #342,FLINT,48507
LG02785,1/23/2016,Lead,0,Copper,90,3900 ,HAMMERBERG RD A-319,FLINT,48507
LG14674,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT # 110,FLINT,48507
LG14685,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT # 112,FLINT,48507
LG14697,2/17/2016,Lead,1,Copper,0,3900 ,HAMMERBERG RD APT # 113,FLINT,48507
LG14686,2/17/2016,Lead,0,Copper,180,3900 ,HAMMERBERG RD APT # 116,FLINT,48507
LG14696,2/17/2016,Lead,0,Copper,50,3900 ,HAMMERBERG RD APT # 117,FLINT,48507
LG14695,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT # 120,FLINT,48507
LG14698,2/17/2016,Lead,0,Copper,70,3900 ,HAMMERBERG RD APT # 123,FLINT,48507
LG14667,2/17/2016,Lead,0,Copper,90,3900 ,HAMMERBERG RD APT # 126,FLINT,48507
LG14681,2/17/2016,Lead,0,Copper,100,3900 ,HAMMERBERG RD APT # 128,FLINT,48507
LG14705,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT # 201,FLINT,48507
LG14691,2/17/2016,Lead,0,Copper,170,3900 ,HAMMERBERG RD APT # 204,FLINT,48507
LG14683,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT # 205,FLINT,48507
LG14701,2/17/2016,Lead,1,Copper,90,3900 ,HAMMERBERG RD APT # 206,FLINT,48507
LG14690,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT # 208,FLINT,48507
LG14672,2/17/2016,Lead,0,Copper,120,3900 ,HAMMERBERG RD APT # 210,FLINT,48507
LG14673,2/17/2016,Lead,0,Copper,90,3900 ,HAMMERBERG RD APT # 216,FLINT,48507
LG14655,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT # 217,FLINT,48507
LG14684,2/17/2016,Lead,0,Copper,110,3900 ,HAMMERBERG RD APT # 218,FLINT,48507
LG14687,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT # 219,FLINT,48507
LG14956,2/17/2016,Lead,0,Copper,170,3900 ,HAMMERBERG RD APT # 220,FLINT,48507
LG14965,2/17/2016,Lead,0,Copper,60,3900 ,HAMMERBERG RD APT # 221,FLINT,48507
LG14675,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT # 222,FLINT,48507
LG14680,2/17/2016,Lead,0,Copper,110,3900 ,HAMMERBERG RD APT # 224,FLINT,48507
LG14966,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT # 225,FLINT,48507
LG14699,2/17/2016,Lead,0,Copper,80,3900 ,HAMMERBERG RD APT # 227,FLINT,48507
LG15046,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT # 247,FLINT,48507
LG14978,2/17/2016,Lead,0,Copper,200,3900 ,HAMMERBERG RD APT # 310,FLINT,48507
LG14976,2/17/2016,Lead,1,Copper,70,3900 ,HAMMERBERG RD APT # 313,FLINT,48507
LG14981,2/17/2016,Lead,0,Copper,130,3900 ,HAMMERBERG RD APT # 314,FLINT,48507
LG14969,2/17/2016,Lead,0,Copper,150,3900 ,HAMMERBERG RD APT # 317,FLINT,48507
LG14973,2/17/2016,Lead,0,Copper,400,3900 ,HAMMERBERG RD APT # 318,FLINT,48507
LG14968,2/17/2016,Lead,0,Copper,130,3900 ,HAMMERBERG RD APT # 319,FLINT,48507
LG14654,2/17/2016,Lead,0,Copper,100,3900 ,HAMMERBERG RD APT # 320,FLINT,48507
LG14977,2/17/2016,Lead,75,Copper,480,3900 ,HAMMERBERG RD APT # 321,FLINT,48507
LG14974,2/17/2016,Lead,0,Copper,200,3900 ,HAMMERBERG RD APT # 322,FLINT,48507
LG14979,2/17/2016,Lead,0,Copper,110,3900 ,HAMMERBERG RD APT # 323,FLINT,48507
LG14661,2/17/2016,Lead,2,Copper,510,3900 ,HAMMERBERG RD APT # 325,FLINT,48507
LG14955,2/17/2016,Lead,2,Copper,320,3900 ,HAMMERBERG RD APT # 328,FLINT,48507
LG14964,2/17/2016,Lead,2,Copper,210,3900 ,HAMMERBERG RD APT # 329,FLINT,48507
LG15043,2/17/2016,Lead,3,Copper,90,3900 ,HAMMERBERG RD APT # 337,FLINT,48507
LG14584,2/17/2016,Lead,0,Copper,60,3900 ,HAMMERBERG RD APT #100,FLINT,48507
LG14579,2/17/2016,Lead,0,Copper,60,3900 ,HAMMERBERG RD APT #101,FLINT,48507
LG14583,2/17/2016,Lead,0,Copper,120,3900 ,HAMMERBERG RD APT #102,FLINT,48507
LG14588,2/17/2016,Lead,0,Copper,90,3900 ,HAMMERBERG RD APT #103,FLINT,48507
LG14585,2/17/2016,Lead,0,Copper,120,3900 ,HAMMERBERG RD APT #104,FLINT,48507
LG14587,2/17/2016,Lead,2,Copper,70,3900 ,HAMMERBERG RD APT #105,FLINT,48507
LG14589,2/17/2016,Lead,2,Copper,170,3900 ,HAMMERBERG RD APT #106,FLINT,48507
LG14574,2/17/2016,Lead,1,Copper,160,3900 ,HAMMERBERG RD APT #107,FLINT,48507
LG14571,2/17/2016,Lead,0,Copper,90,3900 ,HAMMERBERG RD APT #108,FLINT,48507
LG14702,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT #111,FLINT,48507
LG14692,2/17/2016,Lead,0,Copper,100,3900 ,HAMMERBERG RD APT #114,FLINT,48507
LG14967,2/17/2016,Lead,0,Copper,120,3900 ,HAMMERBERG RD APT #118,FLINT,48507
LG14679,2/17/2016,Lead,0,Copper,130,3900 ,HAMMERBERG RD APT #119,FLINT,48507
LG14708,2/17/2016,Lead,3,Copper,100,3900 ,HAMMERBERG RD APT #121,FLINT,48507
LG14712,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT #122,FLINT,48507
LG14668,2/17/2016,Lead,2,Copper,200,3900 ,HAMMERBERG RD APT #124,FLINT,48507
LG14703,2/17/2016,Lead,0,Copper,60,3900 ,HAMMERBERG RD APT #125,FLINT,48507
LG14709,2/17/2016,Lead,0,Copper,100,3900 ,HAMMERBERG RD APT #127,FLINT,48507
LG14671,2/17/2016,Lead,1,Copper,100,3900 ,HAMMERBERG RD APT #129,FLINT,48507
LG14595,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT #131,FLINT,48507
LG14590,2/17/2016,Lead,0,Copper,210,3900 ,HAMMERBERG RD APT #132,FLINT,48507
LG14569,2/17/2016,Lead,0,Copper,80,3900 ,HAMMERBERG RD APT #133,FLINT,48507
LG14591,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT #134,FLINT,48507
LG14592,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT #135,FLINT,48507
LG14596,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT #136,FLINT,48507
LG14593,2/17/2016,Lead,3,Copper,90,3900 ,HAMMERBERG RD APT #137,FLINT,48507
LG14594,2/17/2016,Lead,6,Copper,470,3900 ,HAMMERBERG RD APT #138,FLINT,48507
LG14549,2/17/2016,Lead,0,Copper,60,3900 ,HAMMERBERG RD APT #202,FLINT,48507
LG14704,2/17/2016,Lead,0,Copper,50,3900 ,HAMMERBERG RD APT #203,FLINT,48507
LG14694,2/17/2016,Lead,0,Copper,70,3900 ,HAMMERBERG RD APT #207,FLINT,48507
LG14665,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT #211,FLINT,48507
LG14693,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT #212,FLINT,48507
LG14678,2/17/2016,Lead,1,Copper,60,3900 ,HAMMERBERG RD APT #213,FLINT,48507
LG14682,2/17/2016,Lead,0,Copper,140,3900 ,HAMMERBERG RD APT #215,FLINT,48507
LG14954,2/17/2016,Lead,0,Copper,80,3900 ,HAMMERBERG RD APT #226,FLINT,48507
LG14706,2/17/2016,Lead,0,Copper,100,3900 ,HAMMERBERG RD APT #228,FLINT,48507
LG14711,2/17/2016,Lead,0,Copper,50,3900 ,HAMMERBERG RD APT #229,FLINT,48507
LG14568,2/17/2016,Lead,0,Copper,100,3900 ,HAMMERBERG RD APT #231,FLINT,48507
LG14567,2/17/2016,Lead,4,Copper,170,3900 ,HAMMERBERG RD APT #232,FLINT,48507
LG14561,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT #233,FLINT,48507
LG14559,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT #234,FLINT,48507
LG14560,2/17/2016,Lead,1,Copper,90,3900 ,HAMMERBERG RD APT #235,FLINT,48507
LG14566,2/17/2016,Lead,0,Copper,50,3900 ,HAMMERBERG RD APT #237,FLINT,48507
LG14580,2/17/2016,Lead,0,Copper,60,3900 ,HAMMERBERG RD APT #240,FLINT,48507
LG14548,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT #242,FLINT,48507
LG14581,2/17/2016,Lead,0,Copper,70,3900 ,HAMMERBERG RD APT #243,FLINT,48507
LG14556,2/17/2016,Lead,0,Copper,180,3900 ,HAMMERBERG RD APT #248,FLINT,48507
LG14570,2/17/2016,Lead,0,Copper,180,3900 ,HAMMERBERG RD APT #250,FLINT,48507
LG14603,2/17/2016,Lead,0,Copper,60,3900 ,HAMMERBERG RD APT #301,FLINT,48507
LG14605,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT #302,FLINT,48507
LG14609,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT #303,FLINT,48507
LG14604,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT #304,FLINT,48507
LG14608,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT #305,FLINT,48507
LG14607,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT #306,FLINT,48507
LG14606,2/17/2016,Lead,0,Copper,80,3900 ,HAMMERBERG RD APT #307,FLINT,48507
LG14602,2/17/2016,Lead,0,Copper,130,3900 ,HAMMERBERG RD APT #308,FLINT,48507
LG14653,2/17/2016,Lead,0,Copper,60,3900 ,HAMMERBERG RD APT #311,FLINT,48507
LG14657,2/17/2016,Lead,0,Copper,570,3900 ,HAMMERBERG RD APT #312,FLINT,48507
LG14970,2/17/2016,Lead,0,Copper,340,3900 ,HAMMERBERG RD APT #316,FLINT,48507
LG14659,2/17/2016,Lead,0,Copper,240,3900 ,HAMMERBERG RD APT #324,FLINT,48507
LG14660,2/17/2016,Lead,1,Copper,200,3900 ,HAMMERBERG RD APT #326,FLINT,48507
LG14610,2/17/2016,Lead,0,Copper,100,3900 ,HAMMERBERG RD APT #331,FLINT,48507
LG14612,2/17/2016,Lead,0,Copper,100,3900 ,HAMMERBERG RD APT #332,FLINT,48507
LG14613,2/17/2016,Lead,0,Copper,210,3900 ,HAMMERBERG RD APT #333,FLINT,48507
LG14617,2/17/2016,Lead,0,Copper,190,3900 ,HAMMERBERG RD APT #334,FLINT,48507
LG14616,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT #335,FLINT,48507
LG14611,2/17/2016,Lead,1,Copper,0,3900 ,HAMMERBERG RD APT #336,FLINT,48507
LG14547,2/17/2016,Lead,0,Copper,320,3900 ,HAMMERBERG RD APT #340,FLINT,48507
LG14546,2/17/2016,Lead,0,Copper,180,3900 ,HAMMERBERG RD APT #342,FLINT,48507
LG14552,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT #343,FLINT,48507
LG14553,2/17/2016,Lead,0,Copper,80,3900 ,HAMMERBERG RD APT #344,FLINT,48507
LG14557,2/17/2016,Lead,0,Copper,60,3900 ,HAMMERBERG RD APT #346,FLINT,48507
LG14550,2/17/2016,Lead,0,Copper,130,3900 ,HAMMERBERG RD APT #347,FLINT,48507
LG14554,2/17/2016,Lead,0,Copper,220,3900 ,HAMMERBERG RD APT #348,FLINT,48507
LG14555,2/17/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD APT #350,FLINT,48507
LG04805,1/27/2016,Lead,24,Copper,880,3901 ,HAMMERBERG RD APT 08,FLINT,48507
LG24897,3/17/2016,Lead,11,Copper,200,3900,HAMMERBERG RD APT 105,FLINT,48507
LG24906,3/17/2016,Lead,3,Copper,160,3900,HAMMERBERG RD APT 106,FLINT,48507
LG24904,3/17/2016,Lead,1,Copper,0,3900,HAMMERBERG RD APT 113,FLINT,48507
LG48308,5/31/2016,Lead,3,Copper,80,3900,HAMMERBERG RD APT 121,FLINT,48507
LG48304,5/31/2016,Lead,0,Copper,90,3900,HAMMERBERG RD APT 122,FLINT,48506
LG24894,3/17/2016,Lead,3,Copper,70,3900,HAMMERBERG RD APT 124,FLINT,48507
LG24895,3/17/2016,Lead,0,Copper,80,3900,HAMMERBERG RD APT 129,FLINT,48507
LG24940,3/17/2016,Lead,2,Copper,0,3900,HAMMERBERG RD APT 137,FLINT,48507
LG24912,3/17/2016,Lead,0,Copper,120,3900,HAMMERBERG RD APT 138,FLINT,48507
LG24907,3/17/2016,Lead,0,Copper,0,3900,HAMMERBERG RD APT 206,FLINT,48507
LG24913,3/17/2016,Lead,4,Copper,110,3900,HAMMERBERG RD APT 213,FLINT,48507
LG48306,5/31/2016,Lead,0,Copper,60,3900,HAMMERBERG RD APT 214,FLINT,48507
LG24939,3/17/2016,Lead,0,Copper,150,3900,HAMMERBERG RD APT 232,FLINT,48507
LG24910,3/17/2016,Lead,0,Copper,0,3900,HAMMERBERG RD APT 235,FLINT,48507
LG24938,3/17/2016,Lead,1,Copper,110,3900,HAMMERBERG RD APT 313,FLINT,48507
LG14980,2/17/2016,Lead,1,Copper,50,3900 ,HAMMERBERG RD APT 315,FLINT,48507
LG24911,3/17/2016,Lead,1,Copper,50,3900,HAMMERBERG RD APT 315,FLINT,48507
LG05131,1/27/2016,Lead,0,Copper,180,3900 ,HAMMERBERG RD APT 320,FLINT,48507
LG24915,3/17/2016,Lead,1,Copper,120,3900,HAMMERBERG RD APT 321,FLINT,48507
LG24905,3/17/2016,Lead,2,Copper,200,3900,HAMMERBERG RD APT 325,FLINT,48507
LG24908,3/17/2016,Lead,0,Copper,100,3900,HAMMERBERG RD APT 326,FLINT,48507
LG24899,3/17/2016,Lead,2,Copper,340,3900,HAMMERBERG RD APT 328,FLINT,48507
LG24941,3/17/2016,Lead,0,Copper,210,3900,HAMMERBERG RD APT 329,FLINT,48507
LG48305,5/31/2016,Lead,0,Copper,120,3900,HAMMERBERG RD APT 331,FLINT,48507
LG24932,3/17/2016,Lead,0,Copper,70,3900,HAMMERBERG RD APT 336,FLINT,48507
LG48300,5/31/2016,Lead,0,Copper,150,3900,HAMMERBERG RD APT 336,FLINT,48507
LG24935,3/17/2016,Lead,2,Copper,90,3900,HAMMERBERG RD APT 337,FLINT,48507
LG15044,2/17/2016,Lead,1,Copper,130,3900 ,HAMMERBERG RD APT 338,FLINT,48507
LG24936,3/17/2016,Lead,0,Copper,160,3900,HAMMERBERG RD APT 338,FLINT,48507
LG48299,5/31/2016,Lead,0,Copper,320,3900,HAMMERBERG RD APT 348,FLINT,48507
LG05299,1/27/2016,Lead,0,Copper,0,1347 ,HAMMERBERG RD APT 4B,FLINT,48507
LG45411,5/17/2016,Lead,2,Copper,60,3901,HAMMERBERG RD APT 57,FLINT,48507
LG08366,2/3/2016,Lead,0,Copper,0,1393 ,HAMMERBERG RD APT 8D,FLINT,48507
LG19904,3/2/2016,Lead,2,Copper,80,3901 ,HAMMERBERG RD APT A 8,FLINT,48507
LG04225,1/26/2016,Lead,0,Copper,60,3901 ,HAMMERBERG RD APT B6,FLINT,48507
LG19129,3/1/2016,Lead,6,Copper,340,3901 ,HAMMERBERG RD APT C8,FLINT,48507
LG19254,3/1/2016,Lead,0,Copper,0,3901 ,HAMMERBERG RD APT D 10,FLINT,48507
LG51445,6/9/2016,Lead,0,Copper,50,3901,HAMMERBERG RD APT L-6,FLINT,48507
LG51465,6/9/2016,Lead,2,Copper,0,3901,HAMMERBERG RD APT L-6,FLINT,48507
LG14975,2/17/2016,Lead,0,Copper,110,3900 ,HAMMERBERG RD APT# 327,FLINT,48507
LG24898,3/17/2016,Lead,0,Copper,0,3900,HAMMERBERG RD APT107,FLINT,48507
LG24896,3/17/2016,Lead,37,Copper,260,3900,HAMMERBERG RD APT121,FLINT,48507
LG11863,2/10/2016,Lead,2,Copper,50,3901 ,HAMMERBERG RD J8,FLINT,48507
LG56021,6/28/2016,Lead,3,Copper,60,390,HAMMERBERG RD L12,FLINT,48507
LG04891,1/27/2016,Lead,3,Copper,70,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04892,1/27/2016,Lead,0,Copper,180,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04893,1/27/2016,Lead,0,Copper,90,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04895,1/27/2016,Lead,1,Copper,80,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04896,1/27/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04959,1/27/2016,Lead,7,Copper,150,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04960,1/27/2016,Lead,0,Copper,110,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04961,1/27/2016,Lead,6,Copper,1050,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04963,1/27/2016,Lead,0,Copper,80,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04964,1/27/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04966,1/27/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04967,1/27/2016,Lead,7,Copper,750,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04968,1/27/2016,Lead,2,Copper,70,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04969,1/27/2016,Lead,0,Copper,270,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04979,1/27/2016,Lead,0,Copper,240,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04980,1/27/2016,Lead,13,Copper,610,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04984,1/27/2016,Lead,0,Copper,160,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04985,1/27/2016,Lead,2,Copper,380,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04986,1/27/2016,Lead,134,Copper,"1,950",3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04987,1/27/2016,Lead,1,Copper,60,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04988,1/27/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04989,1/27/2016,Lead,0,Copper,380,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04990,1/27/2016,Lead,3,Copper,200,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04991,1/27/2016,Lead,0,Copper,50,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04992,1/27/2016,Lead,5,Copper,490,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04993,1/27/2016,Lead,0,Copper,150,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04994,1/27/2016,Lead,0,Copper,300,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04995,1/27/2016,Lead,6,Copper,680,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04996,1/27/2016,Lead,0,Copper,140,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04997,1/27/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04998,1/27/2016,Lead,0,Copper,190,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG04999,1/27/2016,Lead,0,Copper,60,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG05000,1/27/2016,Lead,0,Copper,130,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG05001,1/27/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG05002,1/27/2016,Lead,1,Copper,0,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG05010,1/27/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG05012,1/27/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD OFC,FLINT,48507
LG05219,1/27/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD OFC #112,FLINT,48507
LG05269,1/27/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD OFC #131,FLINT,48507
LG05296,1/27/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD OFC #133,FLINT,48507
LG05300,1/27/2016,Lead,0,Copper,0,3900 ,HAMMERBERG RD OFC #212,FLINT,48507
LG05130,1/27/2016,Lead,1,Copper,110,3900 ,HAMMERBERG RD OFC #228,FLINT,48507
LG05132,1/27/2016,Lead,2,Copper,300,3900 ,HAMMERBERG RD OFC #306,FLINT,48507
LG05137,1/27/2016,Lead,0,Copper,70,3900 ,HAMMERBERG RD OFC #313,FLINT,48507
LG05288,1/27/2016,Lead,0,Copper,140,3900 ,HAMMERBERG RD OFC #347,FLINT,48507
