Year,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
1995,Jocelyn Thibault\thibajo01,21,MTL,40,,23,13,3,110,1258,1148,0.913,2.83,3,8.4,2334,,,,86,17.79,0,0,0,2
1995,Jocelyn Thibault\thibajo01,21,COL,10,,3,4,2,28,222,194,0.874,3.01,0,0.7,558,,,,,,0,0,0,0
1995,Andrei Trefilov\trefian01,26,BUF,22,,8,8,1,64,660,596,0.903,3.51,0,3.8,1094,,,,95,3.04,0,0,0,4
1995,John Vanbiesbrouck\vanbijo01,32,FLA,57,,26,20,7,142,1473,1331,0.904,2.68,2,8.6,3178,,,,95,7.63,0,2,2,10
1995,Mike Vernon\vernomi01,32,DET,32,,21,7,2,70,723,653,0.903,2.26,3,4.2,1855,,,,95,3.44,0,0,0,2
1995,Jimmy Waite\waiteji01,26,CHI,1,,0,0,0,0,8,8,1,0,0,0.1,31,,,,,,0,0,0,0
1995,Darcy Wakaluk\wakalda01,29,DAL,37,,9,16,5,106,975,869,0.891,3.39,1,4.6,1875,,,,107,-6.96,0,0,0,6
1995,Derek Wilkinson\wilkide01,21,TBL,4,,0,3,0,15,105,90,0.857,4.5,0,0.2,200,,,,,,0,0,0,2
1995,Jordan Willis\willijo01,20,DAL,1,,0,1,0,1,14,13,0.929,3.2,0,0.1,19,,,,,,0,0,0,0
1995,Ken Wregget\wreggke01,31,PIT,37,,20,13,2,115,1205,1090,0.905,3.24,3,7.2,2132,,,,94,7.4,0,2,2,8
1996,Scott Bailey\bailesc01,24,BOS,8,,1,5,0,24,181,157,0.867,3.66,0,0.3,394,,,,,,0,0,0,0
1996,Mike Bales\balesmi01,25,OTT,1,,0,1,0,4,18,14,0.778,4.64,0,-0.1,52,,,,,,0,0,0,0
1996,Tom Barrasso\barrato01,31,PIT,5,,0,5,0,26,186,160,0.86,5.79,0,0.2,270,,,,,,0,0,0,0
1996,Don Beaupre\beaupdo01,35,TOR,3,,0,3,0,10,60,50,0.833,5.46,0,-0.1,110,,,,,,0,0,0,0
1996,Ed Belfour*\belfoed01,31,TOT,46,,14,24,6,131,1317,1186,0.901,2.89,2,6.6,2724,,,,104,-5.52,0,0,0,34
1996,Ed Belfour*\belfoed01,31,CHI,33,,11,15,6,88,946,858,0.907,2.69,1,5.4,1966,,,,98,2.13,0,0,0,26
1996,Ed Belfour*\belfoed01,31,SJS,13,,3,9,0,43,371,328,0.884,3.41,1,1.3,757,,,,122,-7.65,0,0,0,8
1996,Jean-Claude Bergeron\bergeje01,28,LAK,1,,0,1,0,4,35,31,0.886,4.3,0,0.1,56,,,,,,0,0,0,0
1996,Craig Billington\billicr01,30,COL,23,,11,8,2,53,584,531,0.909,2.65,1,3.4,1200,,,,95,2.64,0,2,2,2
1996,Martin Brodeur*\brodema01,24,NJD,67,,37,14,13,120,1633,1513,0.927,1.88,10,12.4,3838,,,,77,35.58,0,4,4,8
1996,Sean Burke\burkese01,30,HAR,51,,22,22,6,134,1560,1426,0.914,2.69,4,9.9,2985,,,,90,14.63,0,2,2,14
1996,Jim Carey\careyji01,22,TOT,59,,22,31,3,169,1480,1311,0.886,3.08,1,5.3,3298,,,,120,-27.99,0,0,0,2
1996,Jim Carey\careyji01,22,WSH,40,,17,18,3,105,984,879,0.893,2.75,1,4.3,2293,,,,112,-11.25,0,0,0,2
1996,Jim Carey\careyji01,22,BOS,19,,5,13,0,64,496,432,0.871,3.82,0,1.1,1004,,,,135,-16.74,0,0,0,0
1996,Jon Casey\caseyjo01,34,STL,15,,3,8,0,40,299,259,0.866,3.4,0,0.5,707,,,,,,0,0,0,0
1996,Tim Cheveldae\cheveti01,28,BOS,2,,0,1,0,5,33,28,0.848,3.22,0,0,93,,,,,,0,0,0,0
1996,Marcel Cousineau\cousima01,23,TOR,13,,3,5,1,31,317,286,0.902,3.29,1,1.6,566,,,,,,0,1,1,0
1996,Byron Dafoe\dafoeby01,25,LAK,40,,13,17,5,112,1178,1066,0.905,3.11,0,6.4,2162,,,,100,0.23,0,0,0,0
1996,Marc Denis\denisma01,19,COL,1,,0,1,0,3,26,23,0.885,3.02,0,0.1,60,,,,,,0,0,0,0
1996,Philippe DeRouville\derouph01,22,PIT,2,,0,2,0,6,66,60,0.909,3.24,0,0.4,111,,,,,,0,0,0,0
1996,Parris Duffus\duffupa01,27,PHX,1,,0,0,0,1,8,7,0.875,2.08,0,0,29,,,,,,0,0,0,0
1996,Mike Dunham\dunhami01,24,NJD,26,,8,7,1,43,456,413,0.906,2.55,2,2.5,1013,,,,99,0.45,0,0,0,2
1996,Bob Essensa\essenbo01,32,EDM,19,,4,8,0,41,406,365,0.899,2.83,1,2,868,,,,106,-2.32,0,0,0,4
1996,Eric Fichaud\fichaer01,21,NYI,34,,9,14,4,91,897,806,0.899,3.1,0,4.3,1759,,,,106,-5.54,0,0,0,2
1996,Stephane Fiset\fisetst01,26,LAK,44,,13,24,5,132,1410,1278,0.906,3.19,4,7.9,2482,,,,98,2.34,0,0,0,2
1996,Mark Fitzpatrick\fitzpma01,28,FLA,30,,8,9,9,66,771,705,0.914,2.36,0,4.9,1680,,,,90,7.46,0,1,1,13
1996,Wade Flaherty\flahewa01,29,SJS,7,,2,4,0,31,202,171,0.847,5.18,0,-0.1,359,,,,,,0,0,0,0
1996,Mike Fountain\fountmi01,25,VAN,6,,2,2,0,14,135,121,0.896,3.43,1,0.6,245,,,,,,0,0,0,0
1996,Grant Fuhr*\fuhrgr01,34,STL,73,,33,27,11,193,1940,1747,0.901,2.72,3,9.8,4261,,,,104,-8.17,0,2,2,6
1996,Jean-Sebastien Giguere\gigueje01,19,HAR,8,,1,4,0,24,201,177,0.881,3.65,0,0.6,394,,,,,,0,0,0,0
1996,Jeff Hackett\hackeje01,28,CHI,41,,19,18,4,89,1212,1123,0.927,2.16,2,9.2,2473,,,,77,26.47,0,1,1,6
1996,Dominik Hasek*\hasekdo01,32,BUF,67,,37,20,10,153,2177,2024,0.93,2.27,5,17.2,4037,,,,74,54.41,0,3,3,30
1996,Glenn Healy\healygl01,34,NYR,23,,5,12,4,59,632,573,0.907,2.61,1,3.6,1357,,,,98,1.21,0,0,0,4
1996,Guy Hebert\hebergu01,30,MDA,67,,29,25,12,172,2133,1961,0.919,2.67,4,14.7,3863,,,,85,31.22,0,1,1,4
