Year,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
2000,Milan Hnilicka\hnilimi01,27,ATL,36,,12,19,2,105,951,846,0.89,3.41,2,4.4,1879,,,,114,-13,0,0,0,4
2000,Johan Holmqvist\holmqjo01,22,NYR,2,,0,2,0,10,71,61,0.859,5.05,0,0.1,119,,,,,,0,0,0,2
2000,Jani Hurme\hurmeja01,26,OTT,22,,12,5,4,54,563,509,0.904,2.5,2,3.5,1296,,,,99,0.46,0,0,0,0
2000,Arturs Irbe\irbear01,33,CAR,77,,37,29,9,180,1947,1767,0.908,2.45,6,12.9,4406,,,,96,8.35,0,2,2,6
2000,Brent Johnson\johnsbr02,23,STL,31,,19,9,2,63,676,613,0.907,2.17,4,4.4,1744,,,,96,2.39,0,0,0,2
2000,Curtis Joseph\josepcu01,33,TOR,68,,33,27,8,163,1907,1744,0.915,2.39,6,14,4100,,,,88,21.48,0,1,1,8
2000,Nikolai Khabibulin\khabini01,28,TBL,2,,1,1,0,6,69,63,0.913,2.92,0,0.5,123,,,,,,0,0,0,0
2000,Trevor Kidd\kiddtr01,28,FLA,42,,10,23,6,130,1217,1087,0.893,3.31,1,6.1,2354,,,,110,-12.27,0,1,1,6
2000,Miikka Kiprusoff\kiprumi01,24,SJS,5,,2,1,0,5,51,46,0.902,1.94,0,0.3,154,,,,,,0,0,0,0
2000,Dieter Kochan\kochadi01,26,TBL,10,,0,3,0,18,138,120,0.87,3.44,0,0.3,314,,,,,,0,0,0,0
2000,Olaf Kolzig\kolziol01,30,WSH,72,,37,26,8,177,1941,1764,0.909,2.48,5,13.1,4279,,,,94,10.77,0,2,2,14
2000,Evgeny Konstantinov\konstev01,19,TBL,1,,0,0,0,0,0,0,,0,0,0,1,,,,,,0,0,0,0
2000,Jason LaBarbera\labarja01,21,NYR,1,,0,0,0,0,2,2,1,0,0,0,10,,,,,,0,0,0,0
2000,Patrick Lalime\lalimpa01,26,OTT,60,,36,19,5,141,1640,1499,0.914,2.35,7,12,3607,,,,89,17.65,0,1,1,2
2000,Michel Larocque\larocmi02,24,CHI,3,,0,2,0,9,59,50,0.847,3.55,0,0,152,,,,,,0,0,0,0
2000,Manny Legace\legacma01,27,DET,39,,24,5,5,73,909,836,0.92,2.05,2,7.2,2136,,,,83,14.93,0,2,2,4
2000,Roberto Luongo\luongro01,21,FLA,47,,12,24,7,107,1333,1226,0.92,2.44,5,10.6,2628,,,,83,21.95,0,0,0,2
2000,Norm Maracle\maracno01,26,ATL,13,,2,8,3,43,406,363,0.894,3.43,0,2.1,753,,,,109,-3.72,0,0,0,0
2000,Chris Mason\masonch02,24,NSH,1,,0,1,0,2,20,18,0.9,2.05,0,0.1,59,,,,,,0,0,0,0
2000,Kirk McLean\mcleaki01,34,NYR,23,,8,10,1,71,639,568,0.889,3.49,0,2.9,1220,,,,115,-9.18,0,0,0,0
2000,Jamie McLennan\mclenja01,29,MIN,38,,5,23,9,98,1032,934,0.905,2.64,2,6.5,2230,,,,98,1.83,0,1,1,4
2000,Tyler Moss\mossty01,25,CAR,12,,1,6,0,37,251,214,0.853,3.99,0,0.2,557,,,,,,0,0,0,0
2000,Evgeni Nabokov\nabokev01,25,SJS,66,,32,21,7,135,1582,1447,0.915,2.19,6,11.7,3700,,,,88,18.04,0,2,2,8
2000,Gregg Naumenko\naumegr01,23,MDA,2,,0,1,0,7,29,22,0.759,5.99,0,-0.3,70,,,,,,0,0,0,2
2000,Mika Noronen\noronmi01,21,BUF,2,,2,0,0,5,39,34,0.872,2.77,0,0.1,108,,,,,,0,0,0,0
2000,Chris Osgood\osgooch01,28,DET,52,,25,19,4,127,1310,1183,0.903,2.69,1,8,2834,,,,100,-0.27,0,0,0,8
2000,Maxime Ouellet\ouellma01,19,PHI,2,,0,1,0,3,27,24,0.889,2.38,0,0.1,76,,,,,,0,0,0,0
2000,Rich Parent\parenri01,28,PIT,7,,1,1,3,17,150,133,0.887,3.08,0,0.6,332,,,,,,0,0,0,0
2000,Steve Passmore\passmst01,28,TOT,20,,3,12,2,51,457,406,0.888,2.89,1,2.1,1058,,,,115,-6.79,0,0,0,4
2000,Steve Passmore\passmst01,28,LAK,14,,3,8,1,37,310,273,0.881,3.09,1,1.1,718,,,,,,0,0,0,0
2000,Steve Passmore\passmst01,28,CHI,6,,0,4,1,14,147,133,0.905,2.47,0,0.9,340,,,,,,0,0,0,4
2000,Felix Potvin\potvife01,29,TOT,58,,27,22,8,149,1485,1336,0.9,2.62,6,8.5,3416,,,,104,-5.34,0,5,5,4
2000,Felix Potvin\potvife01,29,VAN,35,,14,17,3,103,914,811,0.887,3.08,1,4,2006,,,,116,-14.58,0,2,2,2
2000,Felix Potvin\potvife01,29,LAK,23,,13,5,5,46,571,525,0.919,1.96,5,4.5,1410,,,,83,9.24,0,3,3,2
2000,Andrew Raycroft\raycran01,20,BOS,15,,4,6,0,32,291,259,0.89,2.96,0,1.4,649,,,,,,0,0,0,0
2000,Damian Rhodes\rhodeda01,31,ATL,38,,7,19,7,116,1129,1013,0.897,3.4,0,6.2,2072,,,,106,-6.78,0,0,0,16
2000,Mike Richter\richtmi01,34,NYR,45,,20,21,3,144,1343,1199,0.893,3.28,0,6.7,2635,,,,111,-14.08,0,0,0,0
2000,Dominic Roussel\roussdo01,30,TOT,21,,3,9,2,52,446,394,0.883,3.12,0,1.8,1001,,,,121,-8.86,0,0,0,2
2000,Dominic Roussel\roussdo01,30,MDA,13,,2,5,2,31,295,264,0.895,2.85,0,1.5,653,,,,,,0,0,0,0
2000,Dominic Roussel\roussdo01,30,EDM,8,,1,4,0,21,151,130,0.861,3.62,0,0.2,348,,,,,,0,0,0,2
2000,Patrick Roy*\roypa01,35,COL,62,,40,13,7,132,1513,1381,0.913,2.22,4,10.8,3585,,,,90,14.36,0,5,5,10
2000,Tommy Salo\saloto01,29,EDM,73,,36,25,12,179,1856,1677,0.904,2.46,8,11.5,4364,,,,100,0.55,0,1,1,4
2000,Travis Scott\scotttr01,25,LAK,1,,0,0,0,3,10,7,0.7,7.28,0,-0.2,25,,,,,,0,0,0,0
2000,Steve Shields\shielst01,28,SJS,21,,6,8,5,47,531,484,0.911,2.48,2,3.7,1135,,,,91,4.37,0,0,0,2
2000,Peter Skudra\skudrpe01,27,TOT,26,,6,12,1,62,511,449,0.879,3.33,0,1.8,1117,,,,125,-12.57,0,0,0,0
2000,Peter Skudra\skudrpe01,27,BOS,25,,6,12,1,62,511,449,0.879,3.33,0,1.8,1116,,,,125,-12.57,0,0,0,0
2000,Peter Skudra\skudrpe01,27,BUF,1,,0,0,0,0,0,0,,0,0,0,1,,,,,,0,0,0,0
2000,Garth Snow\snowga01,31,PIT,35,,14,15,4,101,1014,913,0.9,2.98,3,5.9,2032,,,,103,-2.91,0,0,0,8
2000,Jamie Storr\storrja01,25,LAK,45,,19,18,6,114,1131,1017,0.899,2.74,4,6.4,2498,,,,104,-4.59,0,0,0,4
2000,Robbie Tallas\tallaro01,27,CHI,12,,2,7,0,35,265,230,0.868,3.35,0,0.6,627,,,,,,0,0,0,0
2000,Chris Terreri\terrech01,36,TOT,18,,4,9,2,39,372,333,0.895,2.67,0,2,896,,,,108,-3.01,0,0,0,2
2000,Chris Terreri\terrech01,36,NJD,10,,2,5,1,21,167,146,0.874,2.78,0,0.5,453,,,,,,0,0,0,0
2000,Chris Terreri\terrech01,36,NYI,8,,2,4,1,18,205,187,0.912,2.56,0,1.5,443,,,,,,0,0,0,2
2000,Jose Theodore\theodjo01,24,MTL,59,,20,29,5,141,1546,1405,0.909,2.57,2,10.4,3298,,,,94,8.56,1,0,1,6
2000,Jocelyn Thibault\thibajo01,26,CHI,66,,27,32,7,180,1711,1531,0.895,2.81,6,8.9,3844,,,,109,-14.48,0,3,3,2
2000,Ron Tugnutt\tugnuro01,33,CBJ,53,,22,25,5,127,1528,1401,0.917,2.44,4,11.6,3129,,,,86,20.82,0,1,1,2
2000,Marty Turco\turcoma01,25,DAL,26,,13,6,1,40,532,492,0.925,1.9,3,4.5,1266,,,,78,11.46,0,0,0,12
2000,Roman Turek\turekro01,30,STL,54,,24,18,10,123,1248,1125,0.901,2.27,6,7.4,3232,,,,102,-2.27,0,1,1,6
2000,John Vanbiesbrouck\vanbijo01,37,TOT,48,,14,25,5,126,1270,1144,0.901,2.9,2,7.5,2630,,,,103,-3.14,0,0,0,8
2000,John Vanbiesbrouck\vanbijo01,37,NYI,44,,10,25,5,120,1177,1057,0.898,3.04,1,6.6,2390,,,,105,-6.14,0,0,0,8
2000,John Vanbiesbrouck\vanbijo01,37,NJD,4,,4,0,0,6,93,87,0.935,1.5,1,0.9,240,,,,,,0,0,0,0
2000,Mike Vernon\vernomi01,37,CGY,41,,12,23,5,121,1034,913,0.883,3.23,3,4.1,2246,,,,121,-20.97,0,1,1,16
2000,Tomas Vokoun\vokouto01,24,NSH,37,,13,17,5,85,940,855,0.91,2.51,2,6.4,2088,,,,93,5.93,0,0,0,2
2000,Kevin Weekes\weekeke01,25,TBL,61,,20,33,3,177,1742,1565,0.898,3.15,4,9.8,3378,,,,105,-8.48,0,1,1,4
2000,Kay Whitmore\whitmka01,33,BOS,5,,1,2,0,18,94,76,0.809,5.33,0,-0.4,203,,,,,,0,0,0,0
2000,Vitali Yeremeyev\yeremvi01,25,NYR,4,,0,4,0,16,104,88,0.846,4.52,0,0,212,,,,,,0,0,0,0
2001,David Aebischer\aebisda01,23,COL,21,,13,6,0,37,538,501,0.931,1.88,2,4.8,1184,,,,75,12.63,0,0,0,4
2001,Jean-Sebastien Aubin\aubinje01,24,PIT,21,,3,12,1,65,537,472,0.879,3.56,0,1.5,1094,,,,131,-15.46,0,0,0,0
2001,Alex Auld\auldal01,21,VAN,1,,1,0,0,2,22,20,0.909,2,0,0.1,60,,,,,,0,1,1,0
2001,Tom Barrasso\barrato01,36,TOT,38,,15,14,5,93,996,903,0.907,2.62,2,6,2127,,,,101,-1.12,0,0,0,4
2001,Tom Barrasso\barrato01,36,CAR,34,,13,12,5,83,886,803,0.906,2.61,2,5.3,1908,,,,102,-1.27,0,0,0,4
2001,Tom Barrasso\barrato01,36,TOR,4,,2,2,0,10,110,100,0.909,2.74,0,0.7,219,,,,,,0,0,0,0
2001,Ed Belfour*\belfoed01,36,DAL,60,,21,27,11,153,1458,1305,0.895,2.65,1,6.9,3467,,,,114,-18.5,0,5,5,12
2001,Craig Billington\billicr01,35,WSH,17,,4,5,3,36,295,259,0.878,3.04,0,0.8,710,,,,,,0,0,0,0
2001,Martin Biron\bironma01,24,BUF,72,,31,28,10,151,1781,1630,0.915,2.22,4,12.5,4085,,,,92,13.3,0,1,1,8
2001,Dan Blackburn\blackda01,18,NYR,31,,12,16,0,95,935,840,0.898,3.32,0,4.8,1737,,,,110,-8.75,0,0,0,10
2001,Brian Boucher\bouchbr01,25,PHI,41,,18,16,4,92,972,880,0.905,2.41,2,5.7,2295,,,,103,-2.33,0,0,0,4
2001,Fred Brathwaite\brathfr01,29,STL,25,,9,11,4,54,543,489,0.901,2.24,2,2.9,1446,,,,108,-3.91,0,0,0,0
2001,Martin Brochu\brochma01,28,VAN,6,,0,3,0,15,104,89,0.856,4.16,0,0,216,,,,,,0,0,0,0
2001,Martin Brodeur*\brodema01,29,NJD,73,,38,26,9,156,1655,1499,0.906,2.15,4,9.8,4347,,,,102,-3.33,0,4,4,8
2001,Ilya Bryzgalov\bryzgil01,21,MDA,1,,0,0,0,1,12,11,0.917,1.87,0,0.1,32,,,,,,0,0,0,0
2001,Sean Burke\burkese01,35,PHX,60,,33,21,6,137,1711,1574,0.92,2.29,5,12.9,3587,,,,87,20.84,0,1,1,14
2001,Frederic Cassivi\cassifr01,26,ATL,6,,2,3,0,17,207,190,0.918,3.32,0,1.5,307,,,,,,0,0,0,0
2001,Roman Cechmanek\cechmro01,30,PHI,46,,24,13,6,89,1131,1042,0.921,2.05,4,8.7,2603,,,,85,15.33,0,0,0,10
2001,Sebastien Centomo\centose01,20,TOR,1,,0,0,0,3,12,9,0.75,4.5,0,-0.1,40,,,,,,0,0,0,0
2001,Sebastien Charpentier\charpse01,24,WSH,2,,1,1,0,5,78,73,0.936,2.46,0,0.7,122,,,,,,0,0,0,0
2001,Scott Clemmensen\clemmsc01,24,NJD,2,,0,0,0,1,5,4,0.8,2.95,0,0,20,,,,,,0,0,0,0
2001,Dan Cloutier\cloutda01,25,VAN,62,,31,22,5,142,1440,1298,0.901,2.43,7,7.8,3502,,,,107,-9.16,0,0,0,20
2001,Ty Conklin\conklty01,25,EDM,4,,2,0,0,4,66,62,0.939,1.63,0,0.6,148,,,,,,0,0,0,0
2001,Byron Dafoe\dafoeby01,30,BOS,64,,35,26,3,141,1520,1379,0.907,2.21,4,9.3,3827,,,,101,-0.78,0,1,1,27
2001,Jean-Francois Damphousse\damphje01,22,NJD,6,,1,3,0,12,115,103,0.896,2.45,0,0.5,294,,,,,,0,0,0,0
2001,Marc Denis\denisma01,24,CBJ,42,,9,24,5,121,1197,1076,0.899,3.11,1,6.2,2335,,,,110,-10.58,0,1,1,2
2001,Patrick DesRochers\desropa01,22,PHX,5,,1,2,1,15,99,84,0.848,3.71,0,-0.1,243,,,,,,0,0,0,2
2001,Reinhard Divis\divisre01,26,STL,1,,0,0,0,0,4,4,1,0,0,0.1,25,,,,,,0,0,0,0
2001,Mike Dunham\dunhami01,29,NSH,58,,23,24,9,144,1525,1381,0.906,2.62,3,9,3316,,,,102,-3.32,0,2,2,2
2001,Robert Esche\eschero01,24,PHX,22,,6,10,2,52,533,481,0.902,2.73,1,3,1145,,,,106,-2.83,0,0,0,16
2001,Bob Essensa\essenbo01,37,BUF,9,,0,5,0,17,113,96,0.85,2.91,0,-0.1,350,,,,,,0,0,0,0
2001,Manny Fernandez\fernama01,27,MIN,44,,12,24,5,125,1157,1032,0.892,3.05,1,5,2463,,,,117,-18.27,0,0,0,4
2001,Stephane Fiset\fisetst01,31,MTL,2,,0,1,0,7,60,53,0.883,3.85,0,0.2,109,,,,,,0,0,0,0
2001,Wade Flaherty\flahewa01,34,FLA,4,,2,1,1,12,148,136,0.919,2.94,0,1.1,245,,,,,,0,0,0,0
2001,Mathieu Garon\garonma01,24,MTL,5,,1,4,0,19,147,128,0.871,4.37,0,0.3,261,,,,,,0,0,0,0
2001,Jean-Sebastien Giguere\gigueje01,24,MDA,53,,20,25,6,111,1384,1273,0.92,2.13,4,10.4,3127,,,,87,16.67,0,0,0,28
2001,John Grahame\grahajo01,26,BOS,19,,8,7,2,52,503,451,0.897,2.95,1,2.5,1079,,,,112,-5.6,0,1,1,6
2001,Derek Gustafson\gustade01,22,MIN,1,,0,0,0,0,7,7,1,0,0,0.1,26,,,,,,0,0,0,0
2001,Jeff Hackett\hackeje01,33,MTL,15,,5,5,2,38,395,357,0.904,3.18,0,2.3,717,,,,104,-1.56,0,0,0,2
2001,Dominik Hasek*\hasekdo01,37,DET,65,,41,15,8,140,1654,1514,0.915,2.17,5,11.6,3872,,,,92,12.58,0,1,1,8
2001,Johan Hedberg\hedbejo01,28,PIT,66,,25,34,7,178,1851,1673,0.904,2.76,6,10.6,3877,,,,104,-7.25,0,1,1,22
2001,Milan Hnilicka\hnilimi01,28,ATL,60,,13,33,10,179,1956,1777,0.908,3.17,3,12.2,3367,,,,99,1.44,0,2,2,8
2001,Johan Holmqvist\holmqjo01,23,NYR,1,,0,0,0,0,2,2,1,0,0,0,9,,,,,,0,0,0,0
2001,Jani Hurme\hurmeja01,27,OTT,25,,12,9,1,54,578,524,0.907,2.48,3,3.5,1309,,,,101,-0.68,0,0,0,17
2001,Arturs Irbe\irbear01,34,CAR,51,,20,19,11,126,1282,1156,0.902,2.54,3,7,2974,,,,107,-7.74,0,1,1,10
2001,Brent Johnson\johnsbr02,24,STL,58,,34,20,4,127,1293,1166,0.902,2.18,5,7.1,3491,,,,106,-7.72,0,4,4,2
2001,Curtis Joseph\josepcu01,34,TOR,51,,29,17,5,114,1210,1096,0.906,2.23,4,7.2,3065,,,,102,-2.38,0,1,1,10
2001,Nikolai Khabibulin\khabini01,29,TBL,70,,24,32,10,153,1914,1761,0.92,2.36,7,14.5,3896,,,,87,23.56,0,2,2,6
2001,Trevor Kidd\kiddtr01,29,FLA,33,,4,16,5,90,857,767,0.895,3.21,1,4,1683,,,,114,-10.94,0,1,1,0
2001,Miikka Kiprusoff\kiprumi01,25,SJS,20,,7,6,3,43,508,465,0.915,2.49,2,3.6,1037,,,,92,3.86,0,0,0,4
2001,Dieter Kochan\kochadi01,27,TBL,5,,0,3,1,16,129,113,0.876,4.06,0,0.3,237,,,,,,0,0,0,0
2001,Olaf Kolzig\kolziol01,31,WSH,71,,31,29,8,192,1977,1785,0.903,2.79,6,11.1,4131,,,,105,-9.62,0,1,1,8
2001,Jean-Francois Labbe\labbeje01,29,CBJ,3,,1,1,0,6,68,62,0.912,3.07,0,0.5,117,,,,,,0,0,0,0
2001,Simon Lajeunesse\lajeusi01,21,OTT,1,,0,0,0,0,9,9,1,0,0,0.2,24,,,,,,0,0,0,0
2001,Patrick Lalime\lalimpa01,27,OTT,61,,27,24,8,148,1521,1373,0.903,2.48,7,8.5,3583,,,,105,-7.69,0,1,1,19
2001,Jan Lasak\lasakja01,22,NSH,3,,0,3,0,13,104,91,0.875,4.4,0,0.3,177,,,,,,0,0,0,2
2001,Manny Legace\legacma01,28,DET,20,,10,6,2,45,503,458,0.911,2.42,1,3.3,1117,,,,97,1.4,0,1,1,0
2001,Neil Little\littlne01,30,PHI,1,,0,1,0,4,29,25,0.862,4,0,0,60,,,,,,0,0,0,10
2001,Roberto Luongo\luongro01,22,FLA,58,,16,33,4,140,1653,1513,0.915,2.77,4,11.6,3030,,,,92,12.49,0,1,1,2
2001,Norm Maracle\maracno01,27,ATL,1,,0,1,0,3,20,17,0.85,3,0,0,60,,,,,,0,0,0,0
2001,Jussi Markkanen\markkju01,26,EDM,14,,6,4,2,24,336,312,0.929,1.88,2,2.9,784,,,,77,7,0,0,0,0
2001,Olivier Michaud\michaol01,18,MTL,1,,0,0,0,0,14,14,1,0,0,0.2,18,,,,,,0,0,0,0
2001,Evgeni Nabokov\nabokev01,26,SJS,67,,37,24,5,149,1818,1669,0.918,2.29,7,13.3,3901,,,,89,18.71,1,3,4,14
2001,Mika Noronen\noronmi01,22,BUF,10,,4,3,1,23,217,194,0.894,2.66,0,1,518,,,,,,0,0,0,2
2001,Pasi Nurminen\nurmipa01,26,ATL,9,,2,5,0,28,275,247,0.898,3.78,0,1.4,465,,,,,,0,0,0,0
2001,Chris Osgood\osgooch01,29,NYI,66,,32,25,6,156,1727,1571,0.91,2.5,4,11,3743,,,,98,3.31,0,4,4,10
2001,Steve Passmore\passmst01,29,CHI,23,,8,5,4,43,446,403,0.904,2.26,0,2.5,1142,,,,105,-1.86,0,1,1,2
2001,Felix Potvin\potvife01,30,LAK,71,,31,27,8,157,1686,1529,0.907,2.31,6,10.2,4071,,,,101,-1.47,0,1,1,19
2001,Martin Prusek\prusema01,26,OTT,1,,0,1,0,3,15,12,0.8,2.92,0,-0.1,62,,,,,,0,0,0,0
2001,Andrew Raycroft\raycran01,21,BOS,1,,0,0,1,3,29,26,0.897,2.77,0,0.1,65,,,,,,0,0,0,0
2001,Damian Rhodes\rhodeda01,32,ATL,15,,2,10,1,47,439,392,0.893,3.67,0,2,769,,,,116,-6.5,0,0,0,0
2001,Mike Richter\richtmi01,35,NYR,55,,24,26,4,157,1675,1518,0.906,2.95,2,10,3195,,,,102,-2.48,0,0,0,4
2001,Dwayne Roloson\rolosdw01,32,MIN,45,,14,20,7,112,1132,1020,0.901,2.68,5,6.1,2506,,,,107,-7.57,0,0,0,8
2001,Patrick Roy*\roypa01,36,COL,63,,32,23,8,122,1629,1507,0.925,1.94,9,13.3,3773,,,,81,28.27,0,3,3,26
2001,Tommy Salo\saloto01,30,EDM,69,,30,28,10,149,1713,1564,0.913,2.2,6,11.6,4035,,,,94,9.02,0,1,1,2
2001,Corey Schwab\schwaco01,31,TOR,30,,12,10,5,75,707,632,0.894,2.73,1,3.2,1646,,,,115,-9.78,0,0,0,2
2001,Steve Shields\shielst01,29,MDA,33,,9,20,2,79,850,771,0.907,2.67,0,5.2,1777,,,,101,-0.59,0,0,0,4
2001,Peter Skudra\skudrpe01,28,VAN,23,,10,8,2,47,508,461,0.907,2.42,1,3.1,1166,,,,100,-0.14,0,0,0,2
2001,Garth Snow\snowga01,32,NYI,25,,10,7,2,55,549,494,0.9,2.72,2,2.9,1217,,,,109,-4.36,0,0,0,14
2001,Jamie Storr\storrja01,26,LAK,19,,9,4,3,28,360,332,0.922,1.9,2,2.8,886,,,,84,5.21,0,0,0,4
2001,Jose Theodore\theodjo01,25,MTL,67,,30,24,10,136,1972,1836,0.931,2.11,7,17.4,3864,,,,75,45.91,0,2,2,2
2001,Jocelyn Thibault\thibajo01,27,CHI,67,,33,23,9,159,1626,1467,0.902,2.49,6,9,3838,,,,106,-9,0,0,0,2
2001,Vesa Toskala\toskave01,24,SJS,1,,0,0,0,0,2,2,1,0,0,0,10,,,,,,0,0,0,0
2001,Ron Tugnutt\tugnuro01,34,CBJ,44,,12,27,3,119,1195,1076,0.9,2.85,2,6.4,2502,,,,108,-8.76,0,1,1,0
2001,Marty Turco\turcoma01,26,DAL,31,,15,6,2,53,670,617,0.921,2.09,2,5.1,1519,,,,86,8.81,0,0,0,10
2001,Roman Turek\turekro01,31,CGY,69,,30,28,11,172,1839,1667,0.906,2.53,5,11.1,4081,,,,101,-2.35,0,5,5,4
2001,John Vanbiesbrouck\vanbijo01,38,NJD,5,,2,3,0,10,117,107,0.915,2,0,0.8,300,,,,,,0,0,0,4
2001,Mike Vernon\vernomi01,38,CGY,18,,2,9,1,38,375,337,0.899,2.76,1,1.9,825,,,,110,-3.41,0,3,3,0
2001,Tomas Vokoun\vokouto01,25,NSH,29,,5,14,4,66,678,612,0.903,2.69,2,3.8,1471,,,,106,-3.46,0,0,0,2
2001,Kevin Weekes\weekeke01,26,TOT,21,,5,9,0,43,511,468,0.916,2.72,2,3.6,950,,,,91,4.14,0,0,0,0
2001,Kevin Weekes\weekeke01,26,TBL,19,,3,9,0,40,470,430,0.915,2.89,2,3.3,830,,,,92,3.36,0,0,0,0
2001,Kevin Weekes\weekeke01,26,CAR,2,,2,0,0,3,41,38,0.927,1.5,0,0.3,120,,,,,,0,0,0,0
2001,Kay Whitmore\whitmka01,34,CGY,1,,0,1,0,3,21,18,0.857,3.08,0,0,58,,,,,,0,0,0,0
2002,David Aebischer\aebisda01,24,COL,22,,7,12,0,50,593,543,0.916,2.43,1,4.1,1235,,,,92,4.06,0,0,0,4
2002,Craig Anderson\andercr01,21,CHI,6,,0,3,2,18,125,107,0.856,4,0,0,270,,,,,,0,0,0,0
2002,Jean-Sebastien Aubin\aubinje01,25,PIT,21,,6,13,0,59,589,530,0.9,3.13,1,3,1132,,,,110,-5.31,0,1,1,2
2002,Alex Auld\auldal01,22,VAN,7,,3,3,0,10,165,155,0.939,1.57,1,1.6,382,,,,,,0,0,0,0
2002,Tom Barrasso\barrato01,37,STL,6,,1,4,0,16,132,116,0.879,3.27,1,0.3,293,,,,,,0,0,0,0
2002,Ed Belfour*\belfoed01,37,TOR,62,,37,20,5,141,1816,1675,0.922,2.26,7,13.9,3738,,,,85,24.55,0,2,2,24
2002,Zac Bierk\bierkza01,26,PHX,16,,4,9,1,32,471,439,0.932,2.17,1,4.1,884,,,,75,10.94,0,0,0,2
2002,Craig Billington\billicr01,36,WSH,5,,1,3,1,17,96,79,0.823,4.7,0,-0.4,217,,,,,,0,0,0,0
2002,Martin Biron\bironma01,25,BUF,54,,17,28,6,135,1468,1333,0.908,2.56,4,8.8,3170,,,,101,-1.17,0,1,1,12
2002,Dan Blackburn\blackda01,19,NYR,32,,8,16,4,93,842,749,0.89,3.17,1,3.3,1762,,,,121,-16.24,0,0,0,2
2002,Brian Boucher\bouchbr01,26,PHX,45,,15,20,8,128,1210,1082,0.894,3.02,0,5.3,2544,,,,116,-17.69,0,1,1,0
2002,Fred Brathwaite\brathfr01,30,STL,30,,12,9,4,74,631,557,0.883,2.75,2,2,1615,,,,129,-16.48,0,0,0,0
2002,Martin Brodeur*\brodema01,30,NJD,73,,41,23,9,147,1706,1559,0.914,2.02,9,11.4,4374,,,,95,8.52,0,0,0,10
2002,Sean Burke\burkese01,36,PHX,22,,12,6,2,44,632,588,0.93,2.11,2,5.4,1248,,,,76,13.61,0,0,0,4
2002,Sebastien Caron\caronse01,22,PIT,24,,7,14,2,62,741,679,0.916,2.64,2,5.1,1408,,,,92,5.55,0,0,0,6
2002,Frederic Cassivi\cassifr01,27,ATL,2,,1,1,0,11,58,47,0.81,5.36,0,-0.3,123,,,,,,0,0,0,0
2002,Roman Cechmanek\cechmro01,31,PHI,58,,33,15,10,102,1368,1266,0.925,1.83,6,10.9,3350,,,,82,22.71,0,0,0,8
2002,Sebastien Charpentier\charpse01,25,WSH,17,,5,7,1,40,426,386,0.906,2.79,0,2.5,859,,,,103,-1.16,0,0,0,0
2002,Dan Cloutier\cloutda01,26,VAN,57,,33,16,7,136,1477,1341,0.908,2.42,2,8.8,3376,,,,101,-1.35,0,3,3,24
2002,Byron Dafoe\dafoeby01,31,ATL,17,,5,11,1,65,472,407,0.862,4.36,0,0.4,895,,,,151,-21.97,0,0,0,0
2002,Marc Denis\denisma01,25,CBJ,77,,27,41,8,232,2404,2172,0.903,3.09,5,13.2,4511,,,,106,-12.85,0,0,0,6
2002,Patrick DesRochers\desropa01,23,TOT,6,,1,4,0,18,159,141,0.887,3.62,0,0.6,297,,,,,,0,0,0,0
2002,Patrick DesRochers\desropa01,23,PHX,4,,0,3,0,11,88,77,0.875,3.77,0,0.2,175,,,,,,0,0,0,0
2002,Patrick DesRochers\desropa01,23,CAR,2,,1,1,0,7,71,64,0.901,3.41,0,0.4,122,,,,,,0,0,0,0
2002,Rick DiPietro\dipieri01,21,NYI,10,,2,5,2,29,273,244,0.894,2.97,0,1.2,585,,,,,,0,0,0,2
2002,Reinhard Divis\divisre01,27,STL,2,,2,0,0,1,34,33,0.971,0.73,0,0.4,83,,,,,,0,0,0,0
2002,Mike Dunham\dunhami01,30,TOT,58,,21,26,7,137,1626,1489,0.916,2.5,5,11.2,3286,,,,92,11.23,0,1,1,0
2002,Mike Dunham\dunhami01,30,NYR,43,,19,17,5,94,1229,1135,0.924,2.29,5,9.5,2467,,,,84,18.04,0,1,1,0
2002,Mike Dunham\dunhami01,30,NSH,15,,2,9,2,43,397,354,0.892,3.15,0,1.6,819,,,,119,-6.81,0,0,0,0
2002,Ray Emery\emeryra01,20,OTT,3,,1,0,0,2,26,24,0.923,1.42,0,0.2,85,,,,,,0,0,0,0
2002,Robert Esche\eschero01,25,PHI,30,,12,9,3,60,647,587,0.907,2.2,2,3.8,1638,,,,102,-1.02,0,0,0,6
2002,Manny Fernandez\fernama01,28,MIN,35,,19,13,2,74,972,898,0.924,2.24,2,7.6,1979,,,,84,14.61,0,1,1,6
2002,Brian Finley\finlebr01,21,NSH,1,,0,0,0,3,13,10,0.769,3.86,0,-0.1,47,,,,,,0,0,0,0
2002,Wade Flaherty\flahewa01,35,NSH,1,,0,1,0,4,27,23,0.852,4.7,0,0,51,,,,,,0,1,1,0
2002,Mathieu Garon\garonma01,25,MTL,8,,3,5,0,16,267,251,0.94,1.99,2,2.6,482,,,,,,0,0,0,0
2002,Martin Gerber\gerbema01,28,MDA,22,,6,11,3,39,548,509,0.929,1.94,1,4.6,1203,,,,78,10.96,0,1,1,0
